datasheet_id,line,name,M,T,Sv,inv_sv,inv_sv_descr,W,Ld,OC,base_size,base_size_descr
33,2,BOSS NOB ON WARBIKE,"12""",6,4+,6,,4,7+,2,75 x 42mm,
34,1,Wartrakks,"12""",6,4+,6,,6,7+,2,Use model,
35,1,Skorchas,"12""",6,4+,6,,6,7+,2,Use model,
36,1,Warbuggies,"12""",6,4+,6,,6,7+,2,Use model,
37,1,Big Gunz,"3""",4,5+,6,,3,8+,1,Use model,
38,1,Mek Gunz,"3""",5,5+,6,,6,8+,2,Use model,
39,1,Battlewagon,"10""",10,3+,6,,16,7+,5,Use model,
40,1,Deff Dread,"8""",9,2+,6,,8,7+,3,60mm,
41,1,Killa Kans,"6""",6,3+,6,,5,8+,2,60mm,
42,1,Morkanaut,"8""",12,3+,5,,20,7+,8,170 x 109mm,
43,1,Gorkanaut,"8""",12,3+,6,,20,7+,8,170 x 109mm,
44,1,Lootas,"6""",5,5+,-,,1,7+,1,32mm,
45,1,Flash Gitz,"6""",5,4+,-,,2,7+,1,40mm,
46,1,Stompa,"10""",14,2+,6,,30,6+,12,Use model,
49,1,Grot Tanks,"10""",6,3+,-,,5,8+,2,Use model,
50,1,Grot Mega-tank,"8""",9,3+,-,,12,8+,4,Use model,
51,1,Squiggoth,"10""",10,3+,-,,18,7+,5,Use model,
52,1,Meka-dread,"8""",10,2+,6,,16,7+,5,Use model,
53,1,Lifta Wagon,"10""",10,3+,6,,16,7+,5,Use model,
54,1,Big Trakk,"12""",9,4+,6,,12,7+,3,Use model,
55,1,Kannonwagon,"12""",10,4+,6,,16,7+,4,Use model,
56,1,Kill Tank,"12""",12,3+,-,,24,6+,10,Use model,
57,1,Chinork Warkopta,"14""",8,4+,6,,10,7+,2,120 x 92mm flying base,
59,1,Gargantuan Squiggoth,"10""",13,3+,-,,30,7+,12,Use model,
60,1,Apothecary Biologis,"5""",6,3+,-,,5,6+,3,40mm,
61,1,Assault Squad,"6""",4,3+,-,,2,6+,1,32mm,
63,1,Apothecary On Bike,"12""",5,3+,-,,5,6+,2,75 x 25mm,
64,1,Assault Squad With Jump Packs,"12""",4,3+,-,,2,6+,1,32mm,
65,1,Land Raider,"10""",12,2+,-,,16,6+,5,Use model,
66,1,Land Raider Crusader,"12""",12,2+,-,,16,6+,5,Use model,
67,1,Land Raider Excelsior,"10""",12,2+,5,,16,6+,5,Use model,
68,1,Suppressor Squad,"12""",4,3+,-,,2,6+,1,40mm,
70,1,Tactical Squad,"6""",4,3+,-,,2,6+,2,32mm,
71,1,Bladeguard Veteran Squad,"6""",4,3+,4,,3,6+,1,40mm,
72,1,Caestus Assault Ram,"20+""",10,3+,-,,18,6+,0,120 x 92mm flying base,
73,1,Captain,"6""",4,3+,4,,5,6+,1,40mm,
76,1,Lieutenant With Combi-weapon,"6""",4,3+,-,,4,6+,1,40mm,
79,1,Librarian In Terminator Armour,"5""",5,2+,4,,5,6+,1,40mm,
81,1,Captain Sicarius,"6""",4,2+,4,,5,6+,1,25mm,
83,1,Captain With Jump Pack,"12""",4,3+,4,,5,6+,1,40mm,
84,1,Stormhawk Interceptor,"20+""",9,3+,-,,10,6+,0,120 x 92mm flying base,
85,1,Rhino Primaris,"12""",9,3+,-,,10,6+,3,Use model,
86,1,Firestrike Servo-turrets,"3""",6,2+,-,,6,6+,2,80mm,
87,1,Drop Pod,-,7,3+,-,,8,6+,0,Use model,
91,1,Ballistus Dreadnought,"8""",10,2+,-,,12,6+,4,90mm,
92,1,Sicaran Venator,"10""",11,2+,-,,14,6+,4,Use model,
93,1,Typhon,"10""",12,2+,-,,18,6+,6,Use model,
94,1,Chaplain On Bike,"12""",5,3+,4,,5,5+,1,90 x 52mm,
95,1,Ultramarines Honour Guard,"6""",4,2+,-,,2,6+,1,32mm,
96,1,Carab Culln The Risen,"8""",10,2+,5,,12,6+,4,80mm,
97,1,Hammerfall Bunker,-,12,2+,-,,14,6+,0,Use model,
98,1,Tarantula Sentry Battery,-,6,3+,-,,4,6+,1,Use model,
99,1,Tarantula Air Defence Battery,-,5,3+,-,,4,7+,0,Use model,
103,1,Eradicator Squad,"5""",6,3+,-,,3,6+,1,40mm,
104,1,Relic Terminator Squad,"5""",5,2+,4,,3,6+,1,40mm,
107,1,Javelin Attack Speeder,"14""",8,3+,-,,9,6+,3,60mm flying base,
110,1,Rapier Carrier,"3""",6,2+,-,,6,6+,2,Use model,
111,1,Mortis Dreadnought,"6""",9,2+,-,,8,6+,3,60mm,
112,1,Chaplain With Jump Pack,"12""",4,3+,4,,4,5+,1,32mm,
113,1,Storm Eagle Gunship,"20+""",10,3+,-,,18,6+,0,120 x 92mm flying base,
114,1,Storm Speeder Hammerstrike,"14""",9,3+,-,,11,6+,3,90mm,
115,1,Chaplain In Terminator Armour,"5""",5,2+,4,,5,5+,1,40mm,
116,1,SPACE MARINE BIKE,"12""",5,3+,-,,3,6+,2,75 x 25mm,
116,2,ATTACK BIKE,"12""",5,3+,-,,5,6+,2,Use model,
117,1,Dreadnought,"6""",9,2+,-,,8,6+,3,60mm,
118,1,Terminator Assault Squad,"5""",5,2+,4,,3,6+,1,40mm,
119,1,Librarian In Phobos Armour,"6""",4,3+,-,,4,6+,1,40mm,
120,1,Venerable Dreadnought,"6""",9,2+,-,,8,6+,3,60mm,
121,1,Uriel Ventris,"6""",4,3+,4,,5,6+,1,40mm,
122,1,Dreadnought Drop Pod,-,7,3+,-,,8,6+,2,Use model,
123,1,Sicaran Punisher,"10""",11,2+,-,,14,6+,4,Use model,
124,1,Storm Speeder Hailstrike,"14""",9,3+,-,,11,6+,3,90mm,
125,1,Inceptor Squad,"10""",6,3+,-,,3,6+,1,40mm,
126,1,Infernus Squad,"6""",4,3+,-,,2,6+,1,32mm,
127,1,Iron Father Feirros,"5""",6,2+,-,,6,6+,1,40mm,
128,1,Infiltrator Squad,"6""",4,3+,-,,2,6+,1,32mm,
129,1,Razorback,"12""",9,3+,-,,10,6+,2,Use model,
131,1,Leviathan Dreadnought,"8""",10,2+,5,,12,6+,4,80mm,
132,1,Land Speeder Storm,"14""",7,4+,-,,7,6+,1,60mm flying base,
134,1,Astartes Servitors,"6""",4,4+,6,,1,8+,0,25mm,
135,1,Captain In Terminator Armour,"5""",5,2+,4,,6,6+,1,50mm,
136,1,Brutalis Dreadnought,"8""",10,2+,-,,12,6+,4,90mm,
137,1,Scout Bike Squad,"12""",5,4+,-,,3,6+,2,75 x 25mm,
138,1,Roboute Guilliman,"8""",9,2+,4,,10,5+,4,60mm,
139,1,Thunderhawk Gunship,"20+""",12,2+,-,,30,6+,0,120 x 92mm flying base,
140,1,Techmarine,"6""",4,2+,-,,4,6+,1,40mm,
146,1,Hunter,"9""",11,3+,-,,11,6+,3,Use model,
147,1,Vanguard Veteran Squad With Jump Packs,"12""",4,3+,-,,2,6+,1,32mm,
148,1,Imperial Space Marine,"6""",4,3+,-,,4,6+,1,32mm,
151,1,Commander Dante,"12""",4,2+,4,,6,6+,1,50mm,
152,1,Captain Tycho,"6""",4,2+,4,,5,6+,1,25mm,
153,1,Tycho The Lost,"6""",4,2+,4,,4,6+,1,25mm,
154,1,Librarian Dreadnought,"8""",9,2+,-,,8,6+,3,60mm,
155,1,Chief Librarian Mephiston,"7""",5,2+,5,,6,6+,1,40mm,
156,1,The Sanguinor,"12""",4,2+,4,,7,6+,1,40mm,
157,1,Astorath,"12""",4,2+,4,,5,5+,1,40mm,
158,1,Sanguinary Priest,"6""",4,3+,-,,4,6+,1,40mm,
159,1,Sanguinary Priest On Bike,"12""",5,3+,-,,5,6+,2,75 x 25mm,
160,1,Brother Corbulo,"6""",4,3+,-,,4,6+,1,25mm,
164,1,Lemartes,"12""",4,3+,4,,4,5+,1,40mm,
165,1,Sanguinary Guard,"12""",4,2+,4,,3,6+,1,40mm,
166,1,Death Company Dreadnought,"8""",10,2+,-,,12,6+,4,90mm,
167,1,Furioso Dreadnought,"8""",9,2+,-,,8,6+,3,60mm,
168,1,Baal Predator,"12""",10,3+,-,,11,6+,3,Use model,
169,1,Gabriel Seth,"6""",4,3+,4,,6,6+,1,25mm,
218,1,Azrael,"6""",4,2+,4,,6,6+,1,50mm,
219,1,Belial,"5""",5,2+,4,,6,6+,1,50mm,
225,1,Asmodai,"6""",4,3+,4,,4,5+,1,50mm,
226,1,Ezekiel,"6""",4,2+,4,,4,6+,1,25mm,
230,1,Deathwing Terminator Squad,"5""",5,2+,4,,3,6+,1,40mm,
231,1,Deathwing Knights,"5""",5,2+,4,,4,6+,1,40mm,
238,1,Ravenwing Darkshroud,"14""",8,3+,5,,10,6+,3,60mm flying base,
239,1,Nephilim Jetfighter,"20+""",8,3+,5,,11,6+,0,120 x 92mm flying base,
240,1,Ravenwing Dark Talon,"20+""",8,3+,5,,11,6+,0,120 x 92mm flying base,
241,1,Ravenwing Black Knights,"12""",5,3+,5,,3,6+,2,75 x 42mm,
242,1,Land Speeder Vengeance,"14""",8,3+,5,,10,6+,3,60mm flying base,
243,1,Fortress Of Redemption,-,13,2+,-,,30,7+,0,Use model,
282,1,Logan Grimnar,"6""",5,2+,4,,8,6+,1,80mm,
285,1,Ragnar Blackmane,"7""",4,3+,4,,5,6+,1,40mm,
292,1,Njal Stormcaller,"7""",4,3+,4,,4,6+,1,40mm,
297,1,Ulrik The Slayer,"7""",4,3+,4,,4,5+,1,32mm,
302,1,Bjorn The Fell-handed,"9""",9,2+,5,,8,6+,3,60mm,
303,1,Blood Claws,"7""",4,3+,-,,2,6+,2,32mm,
305,1,Grey Hunters,"7""",4,3+,-,,2,6+,3,32mm,
306,1,Iron Priest,"7""",4,2+,-,,4,6+,1,32mm,
308,1,Iron Priest On Thunderwolf,"10""",6,2+,-,,5,6+,2,60mm,
311,1,Wulfen,"9""",6,4+,-,,2,7+,0,40mm,
314,1,Murderfang,"9""",9,2+,-,,8,6+,0,60mm,
317,1,Arjac Rockfist,"6""",5,2+,4,,6,6+,1,50mm,
318,1,Wolf Guard Terminators,"6""",5,2+,4,,3,6+,1,40mm,
322,1,Thunderwolf Cavalry,"12""",6,3+,-,,4,6+,2,60mm,
323,1,Fenrisian Wolves,"10""",4,6+,-,,1,8+,0,40mm,
358,1,Corvus Blackstar,"20+""",10,3+,-,,14,6+,0,120 x 92mm flying base,
374,1,Grand Master Voldus,"5""",5,2+,4,,7,6+,1,40mm,
375,1,Grand Master,"5""",5,2+,4,,7,6+,1,40mm,
376,1,Brother-captain,"5""",5,2+,4,,6,6+,1,40mm,
379,1,Brotherhood Champion,"6""",4,2+,4,,4,6+,1,32mm,
380,1,Castellan Crowe,"6""",4,2+,4,,5,6+,1,40mm,
381,1,Strike Squad,"6""",4,2+,-,,2,6+,2,32mm,
382,1,Brotherhood Terminator Squad,"5""",5,2+,4,,3,6+,2,40mm,
383,1,Purifier Squad,"6""",4,2+,-,,2,6+,1,32mm,
384,1,Paladin Squad,"5""",5,2+,4,,3,6+,1,40mm,
387,1,Interceptor Squad,"12""",4,2+,-,,2,6+,1,32mm,
388,1,Purgation Squad,"6""",4,2+,-,,2,6+,1,32mm,
389,1,Nemesis Dreadknight,"8""",8,2+,4,,13,6+,4,120 x 92mm,
390,1,Grey Knights Dreadnought,"6""",9,2+,-,,8,6+,3,60mm,
391,1,Land Raider,"10""",12,2+,-,,16,6+,5,Use model,
392,1,Land Raider Crusader,"12""",12,2+,-,,16,6+,5,Use model,
393,1,Land Raider Redeemer,"12""",12,2+,-,,16,6+,5,Use model,
395,1,Razorback,"12""",9,3+,-,,10,6+,2,Use model,
396,1,Rhino,"12""",9,3+,-,,10,6+,2,Use model,
398,1,Stormraven Gunship,"20+""",10,3+,-,,14,6+,0,120 x 92mm flying base,
399,1,Brotherhood Techmarine,"6""",4,2+,-,,4,6+,1,32mm,
400,1,Venerable Dreadnought,"8""",9,2+,-,,8,6+,3,60mm,
402,1,Commander In Coldstar Battlesuit,"12""",5,3+,-,,6,7+,2,60mm,
403,1,Tactical Drones,"8""",3,4+,-,,1,7+,0,32mm flying base,
404,1,Ethereal,"6""",3,5+,5,,3,6+,1,40mm,
405,1,Cadre Fireblade,"6""",3,4+,-,,3,7+,1,25mm,
406,1,Commander Farsight,"10""",5,2+,4,,8,6+,2,60mm,
407,1,Commander Shadowsun,"10""",4,3+,5,,6,6+,1,50mm,
408,1,Aun’shi,"6""",3,6+,5,,3,7+,1,25mm,
409,1,AUN’VA,"6""",3,5+,4,,5,7+,1,40mm,
409,2,ETHEREAL GUARD,"6""",3,5+,4,,2,7+,1,25mm,
410,1,Darkstrider,"7""",3,4+,-,,3,7+,1,32mm,
411,1,Strike Team,"6""",3,4+,-,,1,7+,2,25mm,
412,1,Breacher Team,"6""",3,4+,-,,1,7+,2,25mm,
413,1,Kroot Carnivores,"7""",3,6+,-,,1,7+,2,28mm,
414,1,Krootox Riders,"7""",6,5+,-,,5,7+,2,50mm,
415,1,Kroot Hounds,"12""",3,6+,-,,1,8+,0,28mm,
417,1,Stealth Battlesuits,"8""",4,3+,-,,2,7+,1,32mm,
418,1,Crisis Battlesuits,"10""",5,3+,-,,4,7+,2,50mm,
420,1,Ghostkeel Battlesuit,"10""",8,2+,-,,12,7+,3,105 x 70mm,
421,1,Riptide Battlesuit,"10""",9,2+,4,,14,7+,4,120 x 92mm,
422,1,Pathfinder Team,"7""",3,4+,-,,1,7+,1,25mm,
423,1,Piranha,"14""",7,4+,-,,7,7+,2,60mm flying base,
424,1,Devilfish,"12""",9,3+,-,,13,7+,2,60mm flying base,
425,1,Razorshark Strike Fighter,"20+""",10,3+,-,,12,7+,0,120 x 92mm flying base,
426,1,Sun Shark Bomber,"20+""",9,3+,-,,12,7+,0,120 x 92mm flying base,
427,1,Vespid Stingwings,"12""",4,4+,-,,1,7+,1,28mm,Oversight Drone 25mm
428,1,Firesight Team,"6""",3,4+,-,,4,7+,3,40mm,
430,1,Sky Ray Gunship,"10""",10,3+,-,,14,7+,3,60mm flying base,
431,1,Longstrike,"10""",10,3+,-,,14,7+,3,60mm flying base,
432,1,Hammerhead Gunship,"10""",10,3+,-,,14,7+,3,60mm flying base,
433,1,Broadside Battlesuits,"5""",6,2+,-,,8,7+,2,60mm,
434,1,Stormsurge,"8""",11,2+,4,,20,7+,6,170 x 109mm,
435,1,Tidewall Droneport,"4""",8,3+,-,,10,7+,0,Use model,
436,1,Tidewall Shieldline,"4""",8,3+,5,,10,7+,0,Use model,
437,1,Tidewall Gunrig,"4""",8,3+,-,,14,7+,0,Use model,
439,1,Shas'o R'alai,"8""",6,3+,4,,6,7+,2,65mm,
443,1,Xv9 Hazard Battlesuits,"8""",6,3+,-,,4,7+,2,60mm,
444,1,Y’vahra Battlesuit,"10""",9,2+,5,,15,7+,4,120 x 92mm,
445,1,R’varna Battlesuit,"8""",10,2+,5,,15,7+,4,120 x 92mm,
446,1,Ta’unar Supremacy Armour,"8""",13,2+,5,,30,7+,10,160mm,
447,1,Tetras,"14""",7,4+,-,,7,7+,2,60mm flying base,
448,1,Tx42 Piranha,"14""",7,4+,-,,7,7+,2,60mm flying base,
449,1,Heavy Gun Drones,"8""",5,4+,-,,2,8+,0,32mm flying base,
452,1,Remora Stealth Drones,"16""",6,3+,-,,5,7+,0,60mm flying base,
453,1,Barracuda,"20+""",10,3+,5,,14,7+,0,120 x 92mm flying base,
454,1,Tiger Shark,"20+""",11,3+,5,,18,7+,0,160mm,
455,1,Ax-1-0 Tiger Shark,"20+""",11,3+,5,,18,7+,0,160mm,
456,1,Orca Dropship,"20+""",12,3+,-,,28,7+,0,Use model,
457,1,Manta,"20+""",14,2+,5,,60,7+,0,Use model,
458,1,Remote Sensor Tower,-,8,4+,-,,4,8+,0,Use model,
459,1,Drone Sentry Turret,-,8,4+,-,,4,8+,0,Use model,
460,1,Hive Tyrant,"8""",10,2+,4,,10,7+,3,60mm,
461,1,The Swarmlord,"8""",10,2+,4,,10,7+,3,60mm,
462,1,Old One Eye,"8""",9,2+,-,,9,8+,3,105 x 70mm,
463,1,Broodlord,"8""",5,4+,4,,6,7+,1,75 x 42mm,
465,1,Tervigon,"8""",11,2+,-,,16,7+,5,120 x 92mm,
467,1,Genestealers,"8""",4,5+,5,,2,7+,1,32mm,
468,1,Termagants,"6""",3,5+,-,,1,8+,2,28mm,
469,1,Hormagaunts,"10""",3,5+,-,,1,8+,2,28mm,
470,1,Ripper Swarms,"6""",2,6+,-,,4,8+,0,40mm,
471,1,Tyrant Guard,"6""",8,3+,-,,4,8+,1,50mm,
472,1,Hive Guard,"6""",7,3+,-,,4,8+,1,50mm,
473,1,Lictor,"8""",6,4+,-,,6,7+,1,50mm,
474,1,Maleceptor,"8""",11,3+,4,,14,7+,4,120 x 92mm,
475,1,Zoanthropes,"5""",5,5+,4,,3,7+,1,40mm,
476,1,Venomthropes,"6""",5,4+,-,,3,8+,1,40mm,
477,1,Pyrovores,"5""",6,3+,-,,5,8+,1,80mm,
478,1,Haruspex,"8""",11,3+,-,,14,8+,4,120 x 92mm,
479,1,Deathleaper,"8""",6,3+,4,,7,7+,1,60mm,
482,1,Raveners,"10""",5,4+,-,,3,8+,1,40mm,
483,1,Sky-slasher Swarms,"12""",2,6+,-,,4,8+,0,40mm,
484,1,Gargoyles,"12""",3,6+,-,,1,8+,2,32mm flying base,
485,1,Harpy,"20+""",9,3+,-,,12,8+,0,120 x 92mm flying base,
486,1,Hive Crone,"20+""",9,3+,-,,12,8+,0,120 x 92mm flying base,
487,1,Mucolid Spores,"4""",4,7+,-,,3,8+,0,40mm,
488,1,Spore Mines,"4""",1,7+,-,,1,8+,0,25mm,
489,1,Tyrannocyte,"8""",9,3+,-,,10,8+,2,100mm,
490,1,Carnifexes,"8""",9,2+,-,,8,8+,3,105 x 70mm,
491,1,Biovores,"5""",6,3+,-,,5,8+,1,80mm,
493,1,Trygon,"10""",10,3+,-,,14,8+,4,120 x 92mm,
494,1,Mawloc,"10""",10,3+,-,,14,8+,4,120 x 92mm,
495,1,Exocrine,"8""",10,3+,-,,14,8+,4,120 x 92mm,
496,1,Tyrannofex,"9""",12,2+,-,,16,8+,5,120 x 92mm,
497,1,Toxicrene,"8""",11,3+,-,,14,8+,4,120 x 92mm,
498,1,Sporocyst,-,10,3+,-,,10,8+,0,100mm,
499,1,Malanthrope,"6""",5,4+,-,,10,7+,3,60mm,
500,1,Dimachaeron,"12""",10,3+,5,,16,7+,5,120 x 92mm,
503,1,Barbed Hierodule,"8""",12,2+,-,,18,8+,5,127mm,
504,1,Harridan,"20+""",10,3+,-,,30,8+,0,120 x 92mm flying base,
505,1,Hierophant,"12""",14,2+,5,,30,8+,12,Use model,
506,1,Scythed Hierodule,"12""",12,2+,-,,18,8+,5,127mm,
507,1,Patriarch,"8""",5,4+,4,,6,6+,1,50mm,Psychic familiar 25mm
508,1,Magus,"6""",3,5+,5,,4,6+,1,32mm,Psychic familiar 25mm
509,1,Primus,"6""",3,5+,5,,4,6+,1,32mm,
510,1,Acolyte Iconward,"6""",4,5+,-,,3,6+,1,32mm,
511,1,Acolyte Hybrids,"6""",4,5+,-,,1,7+,2,32mm,
512,1,Neophyte Hybrids,"6""",3,5+,-,,1,7+,2,25mm,32mm if equipped with Heavy Mining Weapon
513,1,Hybrid Metamorphs,"6""",4,5+,-,,1,7+,1,32mm,
514,1,Aberrants,"6""",6,5+,-,,3,7+,1,32mm,
515,1,Purestrain Genestealers,"8""",4,5+,5,,2,7+,1,32mm,
516,1,Goliath Truck,"12""",9,3+,-,,10,7+,2,Use model,
521,1,Goliath Rockgrinder,"12""",10,3+,-,,10,7+,3,Use model,
522,1,Imotekh The Stormlord,"5""",5,2+,4,,6,6+,1,40mm,
523,1,Overlord,"5""",5,2+,4,,6,6+,1,40mm,
524,1,Lord,"5""",5,3+,-,,4,6+,1,32mm,
527,1,Nemesor Zahndrekh,"5""",5,2+,4,,6,7+,1,25mm,
528,1,Vargard Obyron,"5""",5,2+,-,,5,6+,1,25mm,
530,1,Orikan The Diviner,"5""",4,4+,4,,4,6+,1,40mm,
531,1,Anrakyr The Traveller,"5""",5,2+,4,,6,6+,1,25mm,
532,1,Trazyn The Infinite,"5""",5,2+,4,,6,6+,1,25mm,
533,1,Catacomb Command Barge,"10""",8,3+,4,,9,6+,3,Use model,
534,1,Necron Warriors,"5""",4,4+,-,,1,7+,2,32mm,
535,1,Immortals,"5""",5,3+,-,,1,7+,2,32mm,
536,1,Lychguard,"5""",5,3+,-,,2,7+,1,32mm,
537,1,Deathmarks,"5""",5,3+,-,,1,7+,1,32mm,
538,1,Flayed Ones,"5""",4,4+,-,,1,7+,1,28mm,
539,1,Triarch Praetorians,"10""",5,3+,-,,2,7+,1,32mm,
540,1,Triarch Stalker,"8""",8,3+,4,,12,7+,4,Use model,
541,1,C’tan Shard Of The Nightbringer,"6""",11,4+,4,,12,6+,4,40mm,
542,1,C’tan Shard Of The Deceiver,"6""",11,4+,4,,12,6+,6,40mm,
543,1,Ghost Ark,"10""",9,3+,4,,14,7+,3,60mm,
544,1,Night Scythe,"20+""",9,3+,-,,12,7+,0,120 x 92mm flying base,
545,1,Doom Scythe,"20+""",9,3+,-,,12,7+,0,120 x 92mm flying base,
546,1,Canoptek Wraiths,"10""",6,3+,4,,4,8+,2,50mm,
548,1,Tomb Blades,"12""",5,4+,-,,2,7+,2,32mm flying base,
551,1,Canoptek Spyders,"5""",7,3+,-,,6,8+,2,60mm flying base,
552,1,Monolith,"8""",13,2+,-,,22,7+,8,160mm,
553,1,Annihilation Barge,"10""",8,3+,4,,9,7+,3,Use model,
554,1,Doomsday Ark,"10""",9,3+,4,,14,7+,5,60mm flying base,
555,1,Transcendent C’tan,"6""",11,4+,4,,12,6+,4,60mm flying base,
556,1,Tesseract Vault,"8""",12,2+,4,,24,7+,8,120 x 92mm flying base,
557,1,Obelisk,"8""",13,2+,-,,24,7+,8,120 x 92mm flying base,
558,1,Canoptek Tomb Stalker,"10""",9,3+,4,,9,8+,3,120 x 92mm,
559,1,Canoptek Acanthrites,"12""",5,3+,-,,2,8+,2,40mm,
560,1,Canoptek Tomb Sentinel,"10""",9,3+,4,,9,8+,3,120 x 92mm,
561,1,Night Shroud,"20+""",9,3+,-,,14,7+,0,120 x 92mm flying base,
562,1,Sentry Pylon,-,8,3+,-,,10,7+,0,Use model,
564,1,Tesseract Ark,"9""",9,3+,4,,10,6+,3,60mm,
567,1,Gauss Pylon,-,12,3+,5,,22,7+,0,Use model,
568,1,Eldrad Ulthran,"7""",4,6+,4,,5,6+,1,32mm,
569,1,Prince Yriel,"7""",3,3+,4,,4,6+,1,32mm,
570,1,Illic Nightspear,"7""",3,5+,5,*  This model has a 5+ invulnerable save against ranged attacks.,3,6+,1,25mm,
571,1,Asurmen,"7""",3,2+,4,,5,6+,1,40mm,
572,1,Jain Zar,"8""",3,2+,4,,5,6+,1,40mm,
573,1,Karandras,"7""",3,2+,4,,5,6+,1,25mm,
574,1,Fuegan,"7""",3,2+,4,,5,6+,1,40mm,
575,1,Baharroth,"14""",3,2+,4,,5,6+,1,40mm,
576,1,Maugan Ra,"7""",3,2+,4,,5,6+,1,40mm,
577,1,Autarch,"7""",3,3+,4,,4,6+,1,32mm,
580,1,Autarch Skyrunner,"14""",4,3+,4,,5,6+,2,32mm flying base,
581,1,Avatar of Khaine,"10""",11,2+,4,,14,6+,5,80mm,
582,1,Farseer,"7""",3,6+,4,,4,6+,1,25mm,
583,1,Farseer Skyrunner,"14""",4,6+,4,,5,6+,2,32mm flying base,
584,1,Warlock Conclave,"7""",3,6+,4,,2,6+,1,32mm,
585,1,Warlock,"7""",3,6+,4,,2,6+,1,32mm,
587,1,Warlock Skyrunner,"14""",4,6+,4,,3,6+,2,32mm flying base,
588,1,Spiritseer,"7""",3,6+,4,,3,6+,1,25mm,
589,1,GUARDIAN DEFENDER,"7""",3,4+,-,,1,7+,2,28mm,
589,2,HEAVY WEAPON PLATFORM,"7""",3,4+,-,,2,7+,0,40mm,
590,1,STORM GUARDIAN,"7""",3,4+,-,,1,7+,2,28mm,
590,2,SERPENT’S SCALE PLATFORM,"7""",3,4+,-,,2,7+,0,40mm,
591,1,Windriders,"14""",4,4+,6,,2,7+,2,32mm flying base,
592,1,Rangers,"7""",3,5+,5,* Against ranged attacks only,1,7+,1,28mm,
593,1,DIRE AVENGER,"7""",3,4+,5,,1,6+,1,28mm,
593,2,DIRE AVENGER EXARCH,"7""",3,4+,5,,2,6+,1,28mm,
594,1,HOWLING BANSHEE,"8""",3,4+,5,This invulnerable save is improved to 4+ against melee attacks.,1,6+,1,28mm,
594,2,HOWLING BANSHEE EXARCH,"8""",3,4+,5,This invulnerable save is improved to 4+ against melee attacks.,2,6+,1,28mm,
595,1,STRIKING SCORPION,"7""",3,3+,5,,1,6+,1,28mm,
595,2,STRIKING SCORPION EXARCH,"7""",3,3+,5,,2,6+,1,28mm,
